date,first_name,last_name,subject,joy_score,neutral_score,surprise_score,sadness_score,anger_score,fear_score,disgust_score
2016-03-24 17:20:00,Xavier,Becerra,Los Angeles: Help us prepare for the 2020 Census,0.0177399963140487,0.9202622175216676,0.0192216020077466,,0.0089770294725894,0.0236586146056652,
2016-03-05 09:26:40,Henry,Cuellar,Congressman Henry Cuellar's Congressional Report for March 5,0.0388549081981182,0.8994290828704834,0.0207912903279066,,0.0128677934408187,0.0126629760488867,
2016-03-14 10:06:40,Jim,Cooper,"Top 10 at 10: Monday, March 14",,0.1321649253368377,0.0216980017721653,0.0239136200398206,0.0305030904710292,0.7820236086845398,
2016-12-27 17:33:20,Eleanor,Norton,"e-Newsletter-Tuesday, December 27, 2016",0.063539408147335,0.4030511975288391,,0.161257117986679,0.141925111413002,0.1887310296297073,
2016-10-30 20:40:00,Ami,Bera,Wanted you to see this:,0.0177914146333932,0.8766106963157654,,0.0117402290925383,0.0128027042374014,0.0664275214076042,
2016-09-30 15:40:00,Emanuel,Cleaver,EC from DC: Blatant Disregard for Moral Decency,,0.0565482154488563,,0.0220436826348304,0.7539265751838684,0.0121700558811426,0.1452807486057281
2016-03-14 18:26:40,Nydia,Velázquez,Velázquez E-Update ,0.2895675301551819,0.5886746048927307,0.0996464416384697,0.0075253569521009,,0.0074294218793511,
2016-02-09 12:13:20,Suzan,DelBene,A quick update,0.0080817686393857,0.342975378036499,,0.0121204936876893,0.0100524947047233,0.617081344127655,
2016-04-09 11:06:40,Henry,Cuellar,Congressman Henry Cuellar's Congressional Report for April 9,0.231699138879776,0.6371811032295227,0.0521490685641765,0.0608206577599048,,,0.0073210126720368
2016-09-30 12:53:20,Alma,Adams,Now Accepting Applications for Service Academy Nominations,0.0109626064077019,0.9234017133712769,0.0432714857161045,0.0082135703414678,0.0064516165293753,,
2016-06-20 22:00:00,Xavier,Becerra,"Reminder: Community Office Hours, LGBT Leader Award",0.0142734963446855,0.93248450756073,0.0290394760668277,0.0086029227823019,,0.0088281342759728,
2016-09-01 14:26:40,Ami,Bera,Outrageous:,,0.0147754037752747,0.004161684308201,,0.9631829857826232,0.009149158373475,0.0061105624772608
